Campaign_Name,Ad_Set_Name,Ad_Name,Date,Objective,Placement,Device,Age,Gender,Impressions,Reach,Frequency,Clicks,CTR,Link_Clicks,CPC,Spend,Conversions,Revenue,ROAS,AOV,Video_Views,Video_Avg_Watch_Time,Engagement,Post_Reactions,Post_Comments,Post_Shares
Valentine_Day_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-02,Brand_Awareness,Instagram_Feed,Mobile,25-34,Female,612080,477122,1.28,13188,2.15,12056,2.41,31741.7,1247,165050.43,5.2,132.36,0,0.0,2468,1357,292,159
Valentine_Day_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-02,Brand_Awareness,Facebook_Feed,Desktop,45-54,Male,623589,455720,1.37,14540,2.33,11965,2.58,37499.63,1413,199065.78,5.31,140.88,0,0.0,3587,1976,273,222
New_Year_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-02,Brand_Awareness,Facebook_Feed,Mobile,18-24,Male,851453,680284,1.25,15190,1.78,13932,2.1,31936.94,858,144583.43,4.53,168.51,0,0.0,3213,1490,408,204
New_Year_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-02,Conversions,Instagram_Reels,Desktop,25-34,Female,650416,500674,1.3,12605,1.94,10271,2.05,25830.48,1112,177517.15,6.87,159.64,472078,21.1,2454,1224,180,126
Q3_Promo_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-02,Traffic,Instagram_Reels,Desktop,45-54,Female,1338447,1081673,1.24,24374,1.82,19131,1.89,45965.29,2255,342436.74,7.45,151.86,731182,13.5,7499,3108,894,421
Q3_Promo_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-02,Conversions,Facebook_Feed,Desktop,25-34,Male,840344,577926,1.45,21714,2.58,17992,2.09,45298.99,2063,352650.08,7.78,170.94,0,0.0,5426,2987,502,203
Flash_Sale_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-02,Traffic,Facebook_Feed,Mobile,35-44,Male,705786,535522,1.32,13473,1.91,12382,1.86,25030.86,1073,125174.58,5.0,116.66,0,0.0,3462,1423,267,133
Flash_Sale_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-02,Conversions,Instagram_Feed,Mobile,18-24,Male,969354,762791,1.27,20356,2.1,18901,2.09,42541.72,1419,236091.45,5.55,166.38,0,0.0,4042,2395,285,259
Holiday_Campaign_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-03,Traffic,Facebook_Feed,Desktop,18-24,Male,1244244,1006184,1.24,25298,2.03,23623,1.82,46167.36,2089,359766.63,7.79,172.22,0,0.0,6307,3316,704,306
Holiday_Campaign_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-03,Conversions,Instagram_Feed,Mobile,45-54,Female,1126986,859492,1.31,27964,2.48,21608,2.01,56130.67,2841,476251.89,8.48,167.64,0,0.0,5485,2874,475,222
Black_Friday_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-03,Brand_Awareness,Instagram_Feed,Desktop,25-34,Female,1427093,1038927,1.37,29974,2.1,23326,2.62,78455.97,3097,484660.0,6.18,156.49,0,0.0,7290,3367,866,404
Black_Friday_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-03,Traffic,Facebook_Feed,Mobile,45-54,Male,521322,423125,1.23,12444,2.39,11528,2.4,29848.59,1063,149094.36,5.0,140.26,0,0.0,3283,1881,238,117
Cyber_Monday_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-03,Brand_Awareness,Instagram_Stories,Mobile,35-44,Male,937267,746610,1.26,24225,2.58,19151,2.28,55301.68,1799,309886.81,5.6,172.26,692594,21.7,4598,2220,397,168
Cyber_Monday_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-03,Traffic,Instagram_Feed,Mobile,45-54,Female,2172913,1731670,1.25,56488,2.6,52783,2.25,127029.08,5248,896339.57,7.06,170.8,0,0.0,13143,5907,1275,510
Summer_Sale_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-03,Conversions,Facebook_Feed,Desktop,18-24,Male,1341937,1027824,1.31,22469,1.67,19754,2.3,51767.52,1644,201531.94,3.89,122.59,0,0.0,7400,3730,860,374
Summer_Sale_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-03,Conversions,Instagram_Feed,Mobile,35-44,Female,2142102,1623254,1.32,44408,2.07,40590,2.12,93925.8,2772,326179.56,3.47,117.67,0,0.0,12350,6472,1386,511
Back_To_School_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-03,Conversions,Instagram_Feed,Desktop,45-54,Female,474201,321120,1.48,8633,1.82,7470,2.11,18173.97,664,111844.96,6.15,168.44,0,0.0,2155,1083,252,101
Back_To_School_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-03,Brand_Awareness,Facebook_Feed,Desktop,35-44,Male,544605,438055,1.24,13829,2.54,10924,2.58,35615.17,1101,144206.97,4.05,130.98,0,0.0,2656,1582,264,119
Spring_Launch_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-03,Conversions,Instagram_Stories,Mobile,45-54,Female,1810478,1287289,1.41,26994,1.49,21241,1.87,50551.13,1708,211880.78,4.19,124.05,1243123,14.6,8214,4758,808,451
Spring_Launch_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-03,Traffic,Instagram_Feed,Mobile,25-34,Male,1023763,720568,1.42,14834,1.45,11774,2.01,29744.54,956,115814.38,3.89,121.14,0,0.0,3953,1945,325,181
Valentine_Day_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-03,Brand_Awareness,Instagram_Stories,Mobile,35-44,Female,584861,455348,1.28,8463,1.45,7624,2.31,19571.13,507,84500.45,4.32,166.67,444159,13.3,2532,1421,290,102
Valentine_Day_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-03,Brand_Awareness,Instagram_Reels,Mobile,18-24,Female,1382202,1009796,1.37,27387,1.98,23829,2.08,57092.15,2141,341175.45,5.98,159.35,731927,15.3,7795,4513,784,397
New_Year_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-03,Traffic,Instagram_Stories,Mobile,45-54,Male,669641,496948,1.35,13654,2.04,11008,2.0,27266.14,1011,118452.93,4.34,117.16,404289,14.9,3001,1272,370,158
New_Year_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-03,Traffic,Facebook_Feed,Desktop,25-34,Female,923469,732657,1.26,18452,2.0,14388,2.23,41196.93,1553,247292.72,6.0,159.24,0,0.0,4428,1884,385,203
Q3_Promo_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-03,Brand_Awareness,Facebook_Feed,Desktop,25-34,Male,1593614,1212129,1.31,29120,1.83,27160,2.29,66774.54,1962,239174.44,3.58,121.9,0,0.0,6308,2833,502,256
Q3_Promo_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-03,Conversions,Instagram_Stories,Mobile,25-34,Male,1641236,1150516,1.43,40638,2.48,31642,2.22,90280.16,3076,532080.2,5.89,172.98,901252,16.9,10517,6027,1251,449
Flash_Sale_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-03,Traffic,Instagram_Reels,Mobile,35-44,Female,1480900,1148136,1.29,37248,2.52,32020,2.26,84292.94,2586,415390.71,4.93,160.63,842086,16.1,7073,3547,597,271
Flash_Sale_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-03,Conversions,Instagram_Stories,Desktop,18-24,Male,1117352,802587,1.39,23436,2.1,18543,2.18,51170.24,1911,227420.02,4.44,119.01,678810,14.1,4123,2465,368,244
Holiday_Campaign_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-04,Traffic,Instagram_Feed,Desktop,35-44,Female,1206846,937991,1.29,27905,2.31,24172,2.17,60693.01,2114,287999.44,4.75,136.23,0,0.0,7589,4296,970,293
Holiday_Campaign_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-04,Conversions,Facebook_Feed,Mobile,45-54,Male,1177447,960503,1.23,19044,1.62,14783,2.41,45937.67,1591,262238.28,5.71,164.83,0,0.0,4614,2579,378,184
Black_Friday_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-04,Traffic,Instagram_Reels,Mobile,35-44,Female,516464,411717,1.25,11353,2.2,9694,2.08,23566.23,1113,154441.9,6.55,138.76,378214,17.3,2391,1177,210,137
Black_Friday_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-04,Brand_Awareness,Facebook_Feed,Desktop,18-24,Female,1566064,1111642,1.41,38830,2.48,32239,2.24,86914.22,3863,587971.02,6.76,152.21,0,0.0,6030,3545,649,271
Cyber_Monday_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-04,Traffic,Instagram_Reels,Desktop,25-34,Male,1082679,859759,1.26,23213,2.14,19863,2.55,59114.82,2178,271808.18,4.6,124.8,650741,15.3,6205,2523,646,359
Cyber_Monday_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-04,Conversions,Instagram_Stories,Mobile,35-44,Female,2021903,1468532,1.38,48232,2.39,37804,2.5,120815.28,2996,416571.82,3.45,139.04,1470523,14.2,8467,4609,958,459
Summer_Sale_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-04,Brand_Awareness,Instagram_Feed,Desktop,35-44,Female,1592491,1204573,1.32,27106,1.7,22329,1.92,52038.26,2699,404409.32,7.77,149.84,0,0.0,7488,3687,949,296
Summer_Sale_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-04,Conversions,Instagram_Stories,Mobile,45-54,Male,1979065,1486046,1.33,42228,2.13,32434,2.53,106729.96,4254,632900.44,5.93,148.78,1387580,22.6,11125,4789,1163,591
Back_To_School_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-04,Brand_Awareness,Instagram_Feed,Desktop,18-24,Male,1823964,1432662,1.27,45986,2.52,42415,2.16,99179.78,2825,489066.23,4.93,173.12,0,0.0,10974,4663,1374,670
Back_To_School_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-04,Conversions,Instagram_Reels,Mobile,25-34,Male,603663,461012,1.31,11341,1.88,8781,2.05,23305.46,1072,124640.0,5.35,116.27,366248,16.9,3086,1802,280,140
Spring_Launch_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-04,Brand_Awareness,Instagram_Reels,Desktop,45-54,Male,2239712,1663731,1.35,37392,1.67,31480,1.88,70444.81,2410,349221.85,4.96,144.91,1408601,22.5,10273,5302,1108,363
Spring_Launch_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-04,Traffic,Instagram_Feed,Desktop,25-34,Male,2059916,1445454,1.43,52595,2.55,41564,2.12,111757.5,3160,549267.11,4.91,173.82,0,0.0,10313,5353,763,592
Valentine_Day_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-04,Traffic,Facebook_Feed,Mobile,25-34,Female,499955,404817,1.24,8230,1.65,6562,1.79,14749.51,647,96248.23,6.53,148.76,0,0.0,1848,1025,179,93
Valentine_Day_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-04,Traffic,Instagram_Reels,Mobile,45-54,Male,1422022,1045348,1.36,29458,2.07,23312,1.92,56562.21,2868,490068.63,8.66,170.87,877473,15.5,7724,3721,552,306
New_Year_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-04,Brand_Awareness,Instagram_Feed,Desktop,45-54,Male,1689251,1307207,1.29,24198,1.43,19424,1.96,47509.04,2135,250100.76,5.26,117.14,0,0.0,6439,3605,519,351
New_Year_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-04,Conversions,Instagram_Stories,Mobile,35-44,Female,1529363,1055132,1.45,25873,1.69,22969,2.51,65019.18,2479,344671.84,5.3,139.04,1060922,14.8,6697,3879,474,251
Q3_Promo_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-04,Brand_Awareness,Instagram_Feed,Desktop,25-34,Female,993243,674391,1.47,16067,1.62,13883,2.13,34236.42,1588,259497.82,7.58,163.41,0,0.0,4494,2030,416,236
Q3_Promo_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-04,Brand_Awareness,Instagram_Stories,Mobile,25-34,Male,847917,651727,1.3,16036,1.89,13772,2.14,34377.84,1124,192215.57,5.59,171.01,609260,14.1,5176,2574,640,305
Flash_Sale_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-04,Traffic,Instagram_Stories,Mobile,45-54,Female,1140335,773569,1.47,19641,1.72,16833,2.32,45517.25,1343,166643.0,3.66,124.08,840520,23.2,5789,2514,499,205
Flash_Sale_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-04,Brand_Awareness,Instagram_Feed,Desktop,18-24,Male,1724417,1194439,1.44,36071,2.09,29274,2.25,81075.94,3147,516501.45,6.37,164.13,0,0.0,7103,2856,555,440
Holiday_Campaign_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-05,Brand_Awareness,Facebook_Feed,Desktop,18-24,Female,1378889,1054315,1.31,29240,2.12,25674,1.91,55974.91,2920,409642.98,7.32,140.29,0,0.0,6411,3229,466,256
Holiday_Campaign_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-05,Brand_Awareness,Instagram_Feed,Mobile,45-54,Male,1225544,842463,1.45,26027,2.12,20996,2.1,54723.85,1818,248391.55,4.54,136.63,0,0.0,6933,3185,720,341
Black_Friday_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-05,Conversions,Instagram_Reels,Desktop,45-54,Male,1625546,1325672,1.23,37047,2.28,29694,1.79,66219.33,2541,382457.4,5.78,150.51,867018,18.0,8599,4014,999,328
Black_Friday_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-05,Traffic,Facebook_Feed,Mobile,45-54,Male,503713,395025,1.28,10047,1.99,8861,2.14,21527.19,681,111348.9,5.17,163.51,0,0.0,2971,1601,256,156
Cyber_Monday_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-05,Brand_Awareness,Instagram_Reels,Mobile,18-24,Female,1187011,817538,1.45,29684,2.5,23398,2.6,77065.86,2297,291116.52,3.78,126.74,784488,22.0,6762,3795,740,377
Cyber_Monday_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-05,Brand_Awareness,Facebook_Feed,Desktop,35-44,Female,1566427,1116001,1.4,31129,1.99,24984,2.63,81842.74,3153,372958.14,4.56,118.29,0,0.0,8798,5147,711,457
Summer_Sale_2024,Awareness_Set,Instagram_Reels_Ad,2024-06-05,Conversions,Instagram_Reels,Desktop,18-24,Male,1541527,1048380,1.47,34482,2.24,28121,2.57,88738.35,3538,604175.26,6.81,170.77,991657,21.9,9301,4313,1113,335
Summer_Sale_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-05,Conversions,Instagram_Stories,Mobile,18-24,Male,1077425,764434,1.41,16642,1.54,12948,2.37,39487.04,1203,190117.88,4.81,158.04,578569,16.0,5514,3077,491,296
Back_To_School_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-05,Conversions,Facebook_Feed,Mobile,25-34,Female,2344886,1799417,1.3,39383,1.68,30291,2.53,99469.13,2245,374314.9,3.76,166.73,0,0.0,11927,7010,1406,774
Back_To_School_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-05,Conversions,Instagram_Feed,Mobile,45-54,Female,1159546,916132,1.27,21826,1.88,18477,2.31,50466.18,2137,369865.21,7.33,173.08,0,0.0,6730,3254,641,384
Spring_Launch_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-05,Traffic,Facebook_Feed,Mobile,18-24,Female,1439905,995796,1.45,26286,1.83,21392,2.02,53117.46,1766,209167.52,3.94,118.44,0,0.0,5116,3057,489,238
Spring_Launch_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-05,Traffic,Instagram_Reels,Desktop,25-34,Male,1929456,1365549,1.41,49007,2.54,44041,1.84,90108.27,3726,622200.5,6.91,166.99,1477250,17.6,10303,4465,1333,432
Valentine_Day_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-05,Traffic,Instagram_Stories,Desktop,18-24,Male,1554380,1200676,1.29,33097,2.13,28203,1.96,64969.06,2133,274705.23,4.23,128.79,883624,21.0,7073,2911,906,435
Valentine_Day_2024,Conversion_Set,Facebook_Feed_Ad,2024-06-05,Brand_Awareness,Facebook_Feed,Desktop,18-24,Female,661668,545370,1.21,10644,1.61,8859,2.43,25835.65,951,118804.59,4.6,124.93,0,0.0,3935,1750,328,201
New_Year_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-05,Conversions,Instagram_Reels,Desktop,45-54,Male,1492092,1136993,1.31,22527,1.51,20593,1.99,44912.71,1401,234733.89,5.23,167.55,1146627,21.9,8845,4697,911,332
New_Year_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-05,Traffic,Facebook_Feed,Desktop,45-54,Female,1335826,976359,1.37,22865,1.71,20303,2.2,50220.01,1369,176286.99,3.51,128.77,0,0.0,7413,3078,897,369
Q3_Promo_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-05,Brand_Awareness,Instagram_Feed,Mobile,35-44,Female,999636,763583,1.31,23887,2.39,19685,2.36,56293.4,1986,261134.45,4.64,131.49,0,0.0,6133,3431,671,371
Q3_Promo_2024,Retargeting_Set,Instagram_Stories_Ad,2024-06-05,Brand_Awareness,Instagram_Stories,Desktop,35-44,Male,1875273,1465065,1.28,45089,2.4,39839,2.36,106343.48,3863,616757.17,5.8,159.66,1052473,22.1,11468,4654,1370,445
Flash_Sale_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-05,Traffic,Instagram_Stories,Desktop,35-44,Female,979001,770009,1.27,15594,1.59,14097,2.49,38864.58,1253,145812.09,3.75,116.37,582143,19.3,6308,3320,539,340
Flash_Sale_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-05,Conversions,Instagram_Reels,Desktop,18-24,Male,695846,551093,1.26,10635,1.53,9511,2.24,23783.21,1087,147645.67,6.21,135.83,476293,22.7,2649,1556,294,98
Holiday_Campaign_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-06,Conversions,Instagram_Reels,Mobile,45-54,Female,1267935,990543,1.28,18775,1.48,16221,2.06,38758.68,1610,191031.39,4.93,118.65,946639,23.1,8123,4467,632,469
Holiday_Campaign_2024,Awareness_Set,Instagram_Stories_Ad,2024-06-06,Conversions,Instagram_Stories,Desktop,25-34,Female,1394325,945796,1.47,24935,1.79,21146,2.44,60790.5,2214,314083.26,5.17,141.86,824245,23.4,6662,3266,531,392
Black_Friday_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-06,Traffic,Instagram_Feed,Desktop,45-54,Female,1554149,1100516,1.41,23294,1.5,20514,2.34,54414.08,1609,275380.49,5.06,171.15,0,0.0,6143,2988,777,292
Black_Friday_2024,Retargeting_Set,Instagram_Reels_Ad,2024-06-06,Brand_Awareness,Instagram_Reels,Desktop,35-44,Female,1156932,849927,1.36,20004,1.73,18649,2.12,42412.76,1978,255829.31,6.03,129.34,665707,12.9,6311,2989,769,310
Cyber_Monday_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-06,Traffic,Instagram_Feed,Mobile,35-44,Male,2079936,1461838,1.42,50799,2.44,45567,2.44,123868.85,4904,785323.58,6.34,160.14,0,0.0,11187,4768,804,700
Cyber_Monday_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-06,Traffic,Facebook_Feed,Mobile,25-34,Female,1155440,917974,1.26,22852,1.98,17937,1.87,42736.98,2031,286285.17,6.7,140.96,0,0.0,4739,2361,349,248
