Campaign_Name,Ad_Set_Name,Ad_Name,Date,Objective,Placement,Device,Age,Gender,Impressions,Reach,Frequency,Clicks,CTR,Link_Clicks,CPC,Spend,Conversions,Revenue,ROAS,AOV,Video_Views,Video_Avg_Watch_Time,Engagement,Post_Reactions,Post_Comments,Post_Shares
Valentine_Day_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-02,Brand_Awareness,Instagram_Feed,Mobile,25-34,Female,612080,477122,1.28,13188,2.15,12056,2.41,31741.7,1247,165050.43,5.2,132.36,0,0.0,2468,1357,292,159
Valentine_Day_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-02,Brand_Awareness,Facebook_Feed,Desktop,45-54,Male,623589,455720,1.37,14540,2.33,11965,2.58,37499.63,1413,199065.78,5.31,140.88,0,0.0,3587,1976,273,222
New_Year_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-02,Brand_Awareness,Facebook_Feed,Mobile,18-24,Male,851453,680284,1.25,15190,1.78,13932,2.1,31936.94,858,144583.43,4.53,168.51,0,0.0,3213,1490,408,204
New_Year_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-02,Conversions,Instagram_Reels,Desktop,25-34,Female,650416,500674,1.3,12605,1.94,10271,2.05,25830.48,1112,177517.15,6.87,159.64,472078,21.1,2454,1224,180,126
Q3_Promo_2024,Conversion_Set,Instagram_Reels_Ad,2024-06-02,Traffic,Instagram_Reels,Desktop,45-54,Female,1338447,1081673,1.24,24374,1.82,19131,1.89,45965.29,2255,342436.74,7.45,151.86,731182,13.5,7499,3108,894,421
Q3_Promo_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-02,Conversions,Facebook_Feed,Desktop,25-34,Male,840344,577926,1.45,21714,2.58,17992,2.09,45298.99,2063,352650.08,7.78,170.94,0,0.0,5426,2987,502,203
Flash_Sale_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-02,Traffic,Facebook_Feed,Mobile,35-44,Male,705786,535522,1.32,13473,1.91,12382,1.86,25030.86,1073,125174.58,5.0,116.66,0,0.0,3462,1423,267,133
Flash_Sale_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-02,Conversions,Instagram_Feed,Mobile,18-24,Male,969354,762791,1.27,20356,2.1,18901,2.09,42541.72,1419,236091.45,5.55,166.38,0,0.0,4042,2395,285,259
Holiday_Campaign_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-03,Traffic,Facebook_Feed,Desktop,18-24,Male,1244244,1006184,1.24,25298,2.03,23623,1.82,46167.36,2089,359766.63,7.79,172.22,0,0.0,6307,3316,704,306
Holiday_Campaign_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-03,Conversions,Instagram_Feed,Mobile,45-54,Female,1126986,859492,1.31,27964,2.48,21608,2.01,56130.67,2841,476251.89,8.48,167.64,0,0.0,5485,2874,475,222
Black_Friday_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-03,Brand_Awareness,Instagram_Feed,Desktop,25-34,Female,1427093,1038927,1.37,29974,2.1,23326,2.62,78455.97,3097,484660.0,6.18,156.49,0,0.0,7290,3367,866,404
Black_Friday_2024,Awareness_Set,Facebook_Feed_Ad,2024-06-03,Traffic,Facebook_Feed,Mobile,45-54,Male,521322,423125,1.23,12444,2.39,11528,2.4,29848.59,1063,149094.36,5.0,140.26,0,0.0,3283,1881,238,117
Cyber_Monday_2024,Conversion_Set,Instagram_Stories_Ad,2024-06-03,Brand_Awareness,Instagram_Stories,Mobile,35-44,Male,937267,746610,1.26,24225,2.58,19151,2.28,55301.68,1799,309886.81,5.6,172.26,692594,21.7,4598,2220,397,168
Cyber_Monday_2024,Conversion_Set,Instagram_Feed_Ad,2024-06-03,Traffic,Instagram_Feed,Mobile,45-54,Female,2172913,1731670,1.25,56488,2.6,52783,2.25,127029.08,5248,896339.57,7.06,170.8,0,0.0,13143,5907,1275,510
Summer_Sale_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-03,Conversions,Facebook_Feed,Desktop,18-24,Male,1341937,1027824,1.31,22469,1.67,19754,2.3,51767.52,1644,201531.94,3.89,122.59,0,0.0,7400,3730,860,374
Summer_Sale_2024,Awareness_Set,Instagram_Feed_Ad,2024-06-03,Conversions,Instagram_Feed,Mobile,35-44,Female,2142102,1623254,1.32,44408,2.07,40590,2.12,93925.8,2772,326179.56,3.47,117.67,0,0.0,12350,6472,1386,511
Back_To_School_2024,Retargeting_Set,Instagram_Feed_Ad,2024-06-03,Conversions,Instagram_Feed,Desktop,45-54,Female,474201,321120,1.48,8633,1.82,7470,2.11,18173.97,664,111844.96,6.15,168.44,0,0.0,2155,1083,252,101
Back_To_School_2024,Retargeting_Set,Facebook_Feed_Ad,2024-06-03,Brand_Awareness,Facebook_Feed,Desktop,35-44,Male,544605,438055,1.24,13829,2.54,10924,2.58,35615.17,1101,144206.97,4.05,130.98,0,0.0,2656,1582,264,119
